DATE,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,Mean Dew PointF,Min Dew PointF,Max Humidity,Mean Humidity,Min Humidity,Max Wind SpeedMPH,Mean Wind SpeedMPH,Min Wind SpeedMPH,Max PressureHG,Mean PressureHG,Min PressureHG,PrecipitationIn
2018-2-2,86,81.2,79,77,74.7,73,89,82.0,70,16,8.8,5,29.7,27.3,0.0,0.0
2018-2-3,86,82.2,79,77,75.8,75,94,81.6,70,14,7.3,3,29.7,29.7,29.6,0.0
2018-2-4,88,82.6,79,77,75.8,73,94,80.9,66,12,6.8,3,29.8,29.7,29.6,0.0
2018-2-5,84,80.0,77,77,73.4,0,100,85.3,0,16,6.5,2,29.8,20.5,0.0,0.0
2018-2-6,86,80.9,75,77,76.4,75,100,86.8,70,13,6.4,0,29.8,27.4,0.0,0.0
2018-2-7,88,82.4,79,79,76.8,75,94,83.5,70,13,8.0,2,29.8,29.7,29.7,0.0
2018-2-8,86,82.8,81,77,75.3,73,89,78.8,70,21,11.2,7,29.8,29.8,29.7,0.0
2018-2-9,86,83.0,81,75,73.0,72,84,72.3,62,15,8.8,3,29.8,29.8,29.7,0.0
2018-2-10,86,82.1,79,75,72.7,70,84,73.9,62,9,5.1,2,29.8,29.8,29.7,0.0
2018-2-11,86,80.3,75,75,72.3,68,94,77.3,58,13,5.7,0,29.8,29.8,29.7,0.0
2018-2-12,77,73.1,0,75,70.8,0,100,89.5,0,9,3.5,0,29.8,26.5,0.0,0.0
2018-2-13,86,79.5,73,75,73.4,72,100,83.1,66,8,3.7,0,29.8,28.5,0.0,0.0
2018-2-14,84,71.4,0,77,64.5,0,94,76.8,0,14,5.3,0,29.9,29.8,29.7,0.0
2018-2-15,82,77.8,73,75,73.5,72,100,87.6,74,14,7.3,2,29.9,26.1,0.0,0.0
2018-2-16,84,79.5,75,77,74.9,73,100,86.7,70,16,8.7,2,29.9,27.5,0.0,0.0
2018-2-17,81,68.1,0,77,66.1,0,100,83.3,0,12,6.3,0,29.9,29.8,29.7,0.0
2018-2-18,84,79.5,75,77,74.8,73,100,86.4,74,12,5.7,2,29.8,28.5,0.0,0.0
2018-2-19,82,78.6,75,77,75.2,75,100,90.5,79,12,3.6,0,29.8,27.4,0.0,0.0
2018-2-20,86,81.0,75,77,74.8,73,100,82.5,66,13,5.8,0,29.8,29.7,29.7,0.0
2018-2-21,86,81.0,77,79,75.8,75,100,85.1,74,15,5.8,1,29.8,29.8,29.7,0.0
2018-2-22,82,77.9,73,75,71.6,0,100,87.0,0,13,4.3,2,29.8,27.5,0.0,0.0
2018-2-23,86,79.2,75,75,74.8,73,100,87.8,66,9,4.3,2,29.8,29.8,29.7,0.0
2018-2-24,86,79.8,75,77,74.7,73,100,85.4,70,12,4.8,2,29.8,29.8,29.7,0.0
2018-2-25,86,77.3,0,77,71.9,0,100,80.9,0,20,6.5,2,29.8,27.3,0.0,0.0
2018-2-26,88,81.8,77,77,74.5,72,94,79.8,58,14,6.9,0,29.9,29.8,29.8,0.0
2018-2-27,86,82.0,77,77,74.8,73,94,79.4,66,20,9.8,0,29.9,29.8,29.7,0.0
2018-2-28,88,83.6,81,77,75.4,73,89,77.3,66,16,11.5,5,29.8,29.8,29.7,0.0
2018-3-1,82,77.8,75,75,72.1,0,100,88.0,0,12,5.6,2,29.9,26.5,0.0,0.0
2018-3-2,86,80.5,75,77,74.3,73,100,82.9,66,10,6.2,2,29.9,29.8,29.8,0.0
2018-3-3,88,81.8,77,75,74.4,73,94,79.8,62,16,8.8,2,29.8,29.8,29.7,0.0
2018-3-4,86,82.9,81,77,74.8,73,84,77.7,66,15,10.5,7,29.8,29.7,29.7,0.0
2018-3-5,88,82.6,79,77,75.4,75,94,80.2,66,18,9.5,3,29.8,29.7,29.7,0.0
2018-3-6,90,83.2,79,77,75.3,73,94,78.3,62,16,8.2,2,29.8,29.8,29.7,0.0
2018-3-7,88,83.4,79,77,75.6,73,89,78.2,62,14,7.6,3,29.8,29.8,29.7,0.0
2018-3-8,88,82.5,77,79,75.7,72,100,80.5,66,16,7.3,2,29.8,29.8,29.7,0.0
2018-3-9,90,83.7,79,77,75.6,75,94,77.5,62,15,8.0,2,29.8,29.8,29.8,0.0
2018-3-10,88,77.8,0,77,70.1,0,100,78.4,0,12,6.9,3,29.9,27.6,0.0,0.0
2018-3-11,88,81.8,75,79,75.8,75,100,82.7,66,14,7.6,2,29.8,29.8,29.7,0.0
2018-3-12,88,83.6,81,77,75.3,73,89,76.8,62,12,7.1,2,29.8,29.8,29.7,0.0
2018-3-13,88,83.8,79,77,76.2,75,89,78.3,66,13,8.0,3,29.8,29.8,29.7,0.0
2018-3-14,88,83.9,81,77,75.5,73,89,76.5,62,18,11.8,6,29.9,29.8,29.7,0.0
2018-3-15,88,83.8,81,75,73.7,72,84,72.2,58,16,10.4,6,29.8,29.8,29.7,0.0
2018-3-16,88,83.3,79,75,74.8,73,89,76.4,62,15,9.5,5,29.8,29.8,29.7,0.0
2018-3-17,88,83.4,79,75,73.9,72,89,74.3,58,14,7.4,3,29.8,29.7,29.7,0.0
2018-3-18,90,83.1,79,77,74.9,73,94,77.8,59,14,7.7,2,29.8,29.7,29.7,0.0
2018-3-19,88,83.8,79,77,74.8,73,94,75.3,62,16,9.2,2,29.8,29.7,29.7,0.0
2018-3-20,90,84.0,81,75,73.6,72,79,71.9,59,20,9.3,5,29.8,29.8,29.7,0.0
2018-3-21,90,83.9,79,75,73.8,72,89,72.7,55,16,9.4,3,29.8,29.8,29.7,0.0
2018-3-22,86,82.4,81,79,75.6,73,94,79.9,70,15,9.3,6,29.8,29.8,29.7,0.0
2018-3-23,88,83.5,79,77,75.1,73,89,76.5,66,16,9.4,3,29.8,29.7,29.7,0.0
2018-3-24,88,82.5,79,79,76.3,73,94,82.0,66,13,7.6,3,29.8,24.0,0.0,0.0
2018-3-25,90,82.9,77,77,74.5,72,94,77.0,55,12,7.3,3,29.8,29.8,29.7,0.0
2018-3-26,86,80.3,75,77,75.2,72,100,85.2,62,13,6.0,0,29.8,26.8,0.0,0.0
2018-3-27,86,80.7,77,77,76.2,75,100,86.3,70,14,7.2,2,29.8,29.8,29.7,0.0
2018-3-28,84,79.8,75,79,76.7,73,100,90.7,74,13,7.4,3,29.8,29.8,29.7,0.0
2018-3-29,81,77.6,75,77,75.8,73,100,95.0,84,10,6.2,2,29.8,27.4,0.0,0.0
2018-3-30,84,79.3,77,77,76.0,73,100,90.4,70,12,6.6,3,29.8,29.8,29.7,0.0
2018-3-31,84,80.0,77,77,75.8,73,100,87.6,70,14,7.9,5,29.8,29.8,29.7,0.0
2018-4-1,88,82.8,77,79,76.9,75,100,83.0,66,17,10.4,6,29.8,28.5,0.0,0.0
2018-4-2,82,79.8,77,79,76.1,73,100,89.6,74,14,7.9,3,29.8,28.5,0.0,0.0
2018-4-3,88,81.7,75,77,75.0,73,100,81.6,62,16,9.0,2,29.8,28.4,0.0,0.0
2018-4-4,88,78.5,0,79,73.4,0,100,81.4,0,18,8.3,2,29.7,24.0,0.0,0.0
2018-4-5,88,82.5,79,77,76.3,73,94,82.3,66,12,6.2,2,29.8,29.7,29.6,0.0
2018-4-6,86,81.2,77,77,71.6,0,94,78.2,0,9,5.3,2,29.8,26.0,0.0,0.0
2018-4-7,88,81.7,77,77,74.8,73,94,80.5,62,9,4.6,2,29.8,29.8,29.7,0.0
2018-4-8,93,79.7,73,77,74.1,72,100,84.5,52,14,4.9,0,29.8,26.1,0.0,0.0
2018-4-9,86,79.7,75,77,74.7,73,100,85.7,70,16,6.3,2,29.8,29.8,29.7,0.0
2018-4-10,88,80.0,75,75,73.8,72,94,82.8,58,17,8.7,5,29.8,28.5,0.0,0.0
2018-4-11,82,79.0,75,77,74.3,72,100,87.0,74,10,5.3,2,29.8,29.8,29.7,0.0
2018-4-12,86,79.1,73,75,73.0,72,100,83.0,62,12,5.0,1,29.8,29.8,29.7,0.0
2018-4-13,86,80.3,77,75,73.8,73,94,82.5,66,14,7.0,3,29.9,29.8,29.8,0.0
2018-4-14,88,81.6,75,75,73.8,72,94,78.8,58,10,5.2,2,29.9,29.8,29.8,0.0
2018-4-15,86,77.6,0,77,72.5,0,94,81.4,0,10,5.6,0,29.9,29.8,29.8,0.0
2018-4-16,84,76.7,0,77,71.8,0,100,81.9,0,13,6.2,1,29.9,27.3,0.0,0.0
2018-4-17,84,77.2,73,77,73.3,72,100,88.6,70,13,7.8,3,29.9,26.3,0.0,0.0
2018-4-18,88,80.9,75,77,73.7,72,94,80.1,62,21,10.7,5,29.9,29.9,29.8,0.0
2018-4-19,88,82.4,77,77,74.5,72,94,78.8,62,18,10.1,3,29.9,29.9,29.8,0.0
2018-4-20,88,82.5,77,77,75.3,72,100,80.1,62,17,9.5,2,29.9,29.8,29.7,0.0
2018-4-21,86,81.5,77,77,74.0,72,89,78.9,66,18,10.4,5,29.8,29.8,29.7,0.0
2018-4-22,90,82.4,77,77,74.7,73,94,78.7,59,18,10.6,3,29.8,29.8,29.7,0.0
2018-4-23,90,81.2,75,77,73.9,70,100,80.0,55,20,12.8,7,29.9,29.8,29.7,0.0
2018-4-24,88,81.1,75,75,73.6,70,100,79.5,55,18,9.8,3,29.9,29.8,29.8,0.0
2018-4-25,88,81.9,77,77,73.6,70,94,77.3,58,17,8.6,2,29.9,29.8,29.8,0.0
2018-4-26,88,82.4,77,77,74.8,72,94,79.0,62,16,9.9,6,29.9,29.8,29.8,0.0
2018-4-27,88,81.9,75,79,74.5,70,94,79.4,58,20,11.0,6,29.9,29.8,29.7,0.0
2018-4-28,90,83.0,77,77,75.3,72,94,78.6,59,21,13.0,6,29.9,29.8,29.7,0.0
2018-4-29,88,81.7,77,77,74.5,72,100,79.8,58,20,11.4,5,29.9,29.8,29.8,0.0
2018-4-30,88,80.7,77,77,75.9,73,100,86.6,66,14,7.5,2,29.9,29.8,29.7,0.0
2018-5-1,88,81.1,75,77,75.1,73,100,83.0,62,17,10.3,5,29.9,28.6,0.0,0.0
2018-5-2,88,82.0,77,77,74.8,72,94,80.3,58,15,8.7,3,29.9,29.8,29.8,0.0
2018-5-3,88,82.1,77,75,73.5,72,94,76.5,58,16,8.9,2,29.9,29.8,29.8,0.0
2018-5-4,88,82.3,75,77,74.6,72,94,79.0,58,14,7.9,3,29.8,29.8,29.7,0.0
2018-5-5,88,81.5,75,77,73.3,70,94,77.2,58,16,9.4,0,29.9,27.4,0.0,0.0
2018-5-6,86,76.2,0,77,68.0,0,100,77.4,0,16,7.8,2,29.9,28.6,0.0,0.0
2018-5-7,86,79.9,75,77,73.5,68,100,81.9,58,17,7.8,2,29.9,27.5,0.0,0.0
2018-5-8,90,81.8,77,77,74.6,72,100,80.7,58,16,7.4,2,29.8,29.8,29.7,0.0
2018-5-9,86,78.0,73,77,74.5,73,100,89.9,66,20,8.9,0,29.9,21.3,0.0,0.0
2018-5-10,86,77.7,73,77,74.5,73,100,91.0,70,18,7.5,0,29.9,25.1,0.0,0.0
2018-5-11,88,80.5,75,77,75.7,73,100,86.0,66,16,7.7,0,29.9,27.6,0.0,0.0
2018-5-12,88,80.9,75,77,74.8,73,100,83.3,62,20,9.7,2,29.9,29.8,29.8,0.0
2018-5-13,88,82.1,79,77,76.4,75,94,83.8,66,16,8.8,2,29.8,29.8,29.7,0.0
2018-5-14,88,82.6,77,77,74.3,70,94,77.2,58,21,12.1,5,29.8,29.8,29.7,0.0
2018-5-15,88,81.9,77,75,74.0,72,89,78.1,62,17,10.7,5,29.8,29.8,29.7,0.0
2018-5-16,88,81.9,77,77,73.7,72,94,77.8,58,17,9.3,1,29.8,29.8,29.7,0.0
2018-5-17,86,74.6,0,77,69.7,0,100,78.9,0,13,8.1,2,29.9,25.5,0.0,0.0
2018-5-18,88,80.3,75,75,73.2,72,100,80.5,58,18,10.3,5,29.9,29.8,29.7,0.0
2018-5-19,88,81.3,77,75,73.7,72,94,79.2,62,17,9.4,0,29.8,29.8,29.8,0.0
2018-5-20,88,81.9,75,77,74.1,72,94,78.9,62,15,7.0,0,29.9,29.8,29.7,0.0
2018-5-21,86,81.2,73,79,76.6,73,100,86.2,70,17,8.5,3,29.8,29.8,29.7,0.0
2018-5-22,86,80.2,73,75,73.4,72,100,81.2,62,20,10.8,3,29.9,29.8,29.8,0.0
2018-5-23,88,81.6,75,75,72.2,68,89,74.0,55,15,10.3,2,29.9,29.8,29.8,0.0
2018-5-24,84,81.2,77,77,74.5,72,94,81.4,70,12,6.9,2,29.9,29.9,29.8,0.0
2018-5-25,86,81.1,77,77,74.5,70,100,82.0,58,15,6.2,2,29.9,28.6,0.0,0.0
2018-5-26,84,80.2,75,77,74.9,73,100,85.3,70,14,8.7,5,29.9,29.8,29.7,0.0
2018-5-27,88,81.8,77,75,73.0,68,94,76.0,52,15,10.0,3,29.9,29.8,29.8,0.0
2018-5-28,88,82.1,77,77,72.5,68,89,73.8,58,23,13.5,8,29.9,29.8,29.8,0.0
2018-5-29,88,81.5,75,77,72.5,68,94,76.0,55,17,10.2,0,29.9,29.8,29.8,0.0
2018-5-30,90,82.2,77,75,70.9,64,89,70.9,43,18,8.8,3,29.9,29.8,29.8,0.0
2018-5-31,88,82.1,77,75,72.7,70,94,74.1,55,17,10.2,2,29.9,29.8,29.7,0.0
2018-6-1,86,81.7,79,75,72.9,68,89,75.6,62,18,12.4,7,29.9,29.8,29.8,0.0
2018-6-2,88,82.2,77,75,73.9,70,94,77.8,58,18,10.6,5,29.9,29.8,29.8,0.0
2018-6-3,84,80.3,77,79,75.3,72,100,85.3,74,16,9.3,3,29.9,28.6,0.0,0.0
2018-6-4,86,81.2,77,77,73.9,70,94,79.7,62,17,11.1,5,29.9,29.8,29.8,0.0
2018-6-5,88,81.5,77,73,70.9,68,83,70.8,52,17,12.6,5,29.9,29.8,29.8,0.0
2018-6-6,88,80.8,75,75,72.0,68,94,76.3,52,18,9.0,3,29.9,29.8,29.8,0.0
2018-6-7,86,81.5,79,77,74.7,72,94,81.0,62,22,11.4,6,29.9,29.9,29.8,0.0
2018-6-8,86,80.3,75,75,73.6,72,94,81.3,62,17,10.8,6,29.9,29.9,29.9,0.0
2018-6-9,86,80.7,75,75,73.7,72,100,80.8,62,17,10.9,6,29.9,29.9,29.8,0.0
2018-6-10,86,81.0,75,73,72.2,70,89,75.5,62,18,11.4,6,29.9,29.9,29.8,0.0
2018-6-11,88,81.0,75,73,69.2,63,89,68.5,45,24,13.8,5,29.9,29.8,29.8,0.0
2018-6-12,88,81.2,73,75,70.0,66,89,70.3,49,23,13.5,7,29.9,29.8,29.8,0.0
2018-6-13,88,81.4,73,73,70.5,68,89,70.5,52,20,13.8,8,29.9,29.8,29.8,0.0
2018-6-14,88,81.4,75,73,70.6,68,83,70.3,55,21,12.5,6,29.9,29.9,29.8,0.0
2018-6-15,88,81.3,75,75,71.6,68,89,73.5,55,17,11.8,6,29.9,29.9,29.8,0.0
2018-6-16,86,81.9,79,75,72.6,70,89,74.8,58,21,12.8,8,29.9,29.9,29.9,0.0
2018-6-17,86,81.5,79,75,73.1,72,84,76.9,62,17,12.0,6,30.0,29.9,29.9,0.0
2018-6-18,82,72.8,0,75,67.6,0,94,77.3,0,16,10.7,6,30.0,29.9,29.9,0.0
2018-6-19,86,80.3,73,75,72.9,70,100,79.7,58,20,11.0,6,29.9,29.9,29.9,0.0
2018-6-20,86,80.5,75,75,71.8,68,94,75.7,58,15,10.6,6,29.9,29.9,29.8,0.0
2018-6-21,86,81.1,75,73,69.6,63,89,69.6,45,18,11.8,6,29.9,29.9,29.9,0.0
2018-6-22,86,80.5,75,73,71.0,68,89,73.8,55,24,12.8,5,29.9,29.9,29.8,0.0
2018-6-23,88,80.3,73,73,68.6,64,83,68.4,49,24,14.6,7,29.9,29.8,29.8,0.0
2018-6-24,88,80.1,73,73,67.8,64,83,66.9,48,18,11.7,5,29.9,29.8,29.8,0.0
2018-6-25,88,80.3,75,73,69.4,63,89,70.8,45,22,10.8,2,29.9,29.8,29.8,0.0
2018-6-26,86,80.4,75,75,69.6,64,89,71.1,48,21,9.8,2,29.9,29.8,29.8,0.0
2018-6-27,86,80.6,75,75,71.7,68,89,74.7,55,16,10.5,6,29.9,29.8,29.8,0.0
2018-6-28,86,81.0,75,75,71.5,68,89,73.9,58,17,11.5,6,29.9,29.8,29.8,0.0
2018-6-29,86,80.7,75,73,69.1,64,83,68.5,51,20,11.9,7,29.9,29.8,29.8,0.0
2018-6-30,86,80.5,75,73,68.8,64,83,68.4,48,14,9.8,5,29.8,29.8,29.7,0.0
2018-7-1,88,81.7,77,75,71.7,68,89,73.3,52,18,11.4,8,29.8,29.8,29.7,0.0
2018-7-2,86,81.7,77,75,72.8,70,89,75.8,58,17,12.0,8,29.8,29.8,29.7,0.0
2018-7-3,86,81.5,75,73,71.7,68,89,72.9,58,14,11.2,8,29.9,29.8,29.8,0.0
2018-7-4,88,82.1,79,73,70.1,66,83,68.3,49,17,14.0,9,29.9,29.8,29.7,0.0
2018-7-5,88,81.0,75,73,68.5,61,83,67.3,40,22,11.8,5,29.9,29.8,29.8,0.0
2018-7-6,84,79.0,75,75,72.7,70,100,81.8,66,21,12.3,5,29.9,29.8,29.8,0.0
2018-7-7,81,75.4,73,75,73.4,72,100,94.2,78,17,9.1,0,29.9,29.9,29.8,0.0
2018-7-8,86,79.9,75,75,72.8,68,100,80.3,55,15,7.9,2,29.9,29.8,29.8,0.0
2018-7-9,90,81.8,77,75,71.8,68,89,73.5,52,17,8.3,2,29.9,29.8,29.8,0.0
2018-7-10,81,71.3,0,75,67.7,0,100,82.2,0,15,8.0,3,30.0,24.1,0.0,0.0
2018-7-11,84,77.9,73,75,72.8,72,100,85.3,66,15,8.7,2,29.9,29.9,29.9,0.0
2018-7-12,84,79.2,75,75,72.6,70,100,80.8,62,21,12.0,6,29.9,29.9,29.8,0.0
2018-7-13,86,81.2,77,73,71.5,66,83,73.0,55,18,13.3,7,29.9,29.9,29.8,0.0
2018-7-14,86,80.0,73,73,68.3,63,89,68.4,48,18,12.1,6,29.9,29.9,29.8,0.0
2018-7-15,84,79.3,75,73,70.8,68,89,75.7,58,15,9.0,5,29.9,29.9,29.8,0.0
2018-7-16,86,80.7,75,75,70.8,66,89,72.9,51,16,11.4,6,29.9,29.9,29.8,0.0
2018-7-17,86,80.3,75,73,69.1,63,83,69.8,48,20,12.8,7,29.9,29.9,29.9,0.0
2018-7-18,88,80.9,75,75,70.4,66,89,71.7,52,17,11.1,5,29.9,29.9,29.8,0.0
2018-7-19,84,76.8,0,75,66.0,0,84,66.3,0,21,12.8,5,29.9,29.8,29.8,0.0
2018-7-20,86,79.9,72,73,66.6,59,83,64.5,51,24,15.0,8,29.9,29.8,29.8,0.0
2018-7-21,88,80.9,75,75,71.2,66,89,73.3,52,17,13.2,7,29.9,29.8,29.8,0.0
2018-7-22,86,81.7,79,73,71.5,68,83,71.8,58,15,12.1,8,29.9,29.8,29.8,0.0
2018-7-23,88,81.0,75,72,67.9,61,83,65.5,40,21,14.6,8,29.9,29.9,29.8,0.0
2018-7-24,88,80.2,73,72,67.9,63,83,66.6,51,23,13.8,3,29.9,29.9,29.8,0.0
2018-7-25,88,79.9,73,73,69.2,63,88,71.0,48,23,12.9,5,30.0,29.9,29.9,0.0
2018-7-26,86,81.0,77,75,70.8,66,89,71.9,55,17,12.1,7,30.0,29.9,29.8,0.0
2018-7-27,88,81.6,77,75,71.2,66,89,72.2,49,20,12.5,7,29.9,29.9,29.8,0.0
2018-7-28,88,81.1,77,73,71.9,68,83,74.0,52,17,13.0,8,29.9,29.9,29.8,0.0
2018-7-29,86,80.5,75,72,69.8,66,78,69.8,55,29,17.4,9,30.0,29.9,29.8,0.0
2018-7-30,86,80.0,75,73,72.4,72,94,77.7,62,23,15.2,8,29.9,29.9,29.8,0.0
2018-7-31,86,79.9,75,73,72.4,70,94,79.1,58,22,12.4,6,29.9,29.9,29.8,0.0
2018-8-1,84,79.7,77,75,73.3,72,94,81.9,66,21,12.4,7,29.9,28.6,0.0,0.0
2018-8-2,84,80.1,75,73,72.6,72,94,78.7,66,23,13.6,6,29.9,29.8,29.8,0.0
2018-8-3,84,80.3,77,72,70.5,68,78,71.8,62,23,15.9,10,29.9,29.9,29.8,0.0
2018-8-4,88,80.4,75,73,69.8,66,89,70.7,49,18,12.5,8,29.9,29.9,29.8,0.0
2018-8-5,86,80.9,77,75,73.0,72,89,77.9,62,20,13.3,9,29.9,29.8,29.8,0.0
2018-8-6,86,80.8,77,73,72.2,70,89,76.0,58,22,13.5,6,29.9,29.9,29.8,0.0
2018-8-7,86,80.4,77,75,72.2,68,94,77.1,58,21,13.3,7,29.9,29.9,29.9,0.0
2018-8-8,86,80.6,77,73,71.2,68,83,72.9,55,21,13.0,7,30.0,29.9,29.8,0.0
2018-8-9,88,80.8,77,73,71.3,68,83,73.1,52,21,13.4,7,29.9,29.9,29.8,0.0
2018-8-10,86,80.0,75,75,72.6,68,94,79.4,55,23,12.0,6,29.9,29.9,29.8,0.0
2018-8-11,88,81.2,79,73,72.3,72,83,74.5,58,18,12.1,6,29.9,29.9,29.9,0.0
2018-8-12,86,80.8,77,75,73.0,72,89,78.3,62,14,9.6,7,29.9,28.6,0.0,0.0
2018-8-13,86,80.9,75,73,72.2,70,89,75.1,58,16,9.5,2,29.9,29.9,29.8,0.0
2018-8-14,86,80.9,77,77,73.3,72,94,79.0,66,20,13.5,8,29.9,29.8,29.8,0.0
2018-8-15,86,81.2,77,73,71.2,68,83,71.4,58,22,14.5,8,29.9,29.9,29.8,0.0
2018-8-16,88,82.2,79,73,71.0,66,83,69.5,49,23,16.3,9,30.0,29.9,29.9,0.0
2018-8-17,88,81.6,77,73,70.5,66,83,69.8,49,22,14.8,9,30.0,29.9,29.9,0.0
2018-8-18,86,80.5,73,72,67.6,61,78,65.5,45,21,13.8,7,30.0,29.9,29.9,0.0
2018-8-19,86,80.9,75,72,68.5,63,78,66.6,45,26,15.8,7,30.0,29.9,29.9,0.0
2018-8-20,90,81.4,75,73,68.1,63,83,65.7,40,21,14.5,6,30.0,29.9,29.9,0.0
2018-8-21,90,81.3,75,73,69.6,64,83,68.5,43,21,13.5,7,29.9,29.9,29.8,0.0
2018-8-22,88,81.6,75,73,67.4,63,79,63.4,48,17,12.3,8,29.9,29.9,29.8,0.0
2018-8-23,90,81.5,73,73,68.3,63,83,65.8,40,20,12.0,3,29.9,29.9,29.8,0.0
2018-8-24,88,82.0,77,73,68.4,63,83,64.8,45,23,13.8,8,29.9,29.9,29.8,0.0
2018-8-25,88,82.0,79,73,71.7,70,83,71.7,55,18,13.5,7,29.9,29.9,29.8,0.0
2018-8-26,79,79.0,79,72,72.0,72,78,78.0,78,13,11.7,10,29.9,29.9,29.9,0.0
2018-8-27,88,81.1,75,73,67.5,63,83,64.7,43,22,15.3,3,29.9,29.9,29.8,0.0
2018-8-28,81,79.9,79,73,72.7,72,83,79.9,78,14,12.7,10,29.9,29.9,29.8,0.0
2018-8-29,86,81.0,77,72,69.3,64,78,67.8,48,18,15.4,12,29.9,29.9,29.8,0.0
2018-8-30,84,80.3,79,72,71.3,68,78,73.6,58,16,14.4,10,29.8,29.8,29.7,0.0
2018-8-31,86,80.6,77,72,67.8,64,78,65.6,51,21,14.8,7,29.9,29.8,29.7,0.0
2018-9-1,88,80.6,75,72,69.2,64,83,69.0,46,23,14.0,8,29.9,29.8,29.8,0.0
2018-9-2,86,80.3,75,73,71.8,70,89,75.3,58,25,14.9,8,29.9,29.8,29.8,0.0
2018-9-3,90,81.8,75,73,70.1,66,83,69.0,46,21,13.2,8,29.9,29.8,29.7,0.0
2018-9-4,88,81.3,77,73,70.3,66,83,70.2,49,22,14.8,9,29.8,29.8,29.7,0.0
2018-9-5,84,80.1,77,73,72.3,70,89,76.8,62,17,12.5,6,29.9,29.8,29.8,0.0
